1,1,8383.51
2,2,6291.30
3,3,3664.41
4,4,6164.14
5,5,1431.89
6,6,3343.23
7,7,8624.43
8,8,8184.33
9,9,7103.98
10,10,9534.38
11,11,3005.47
12,12,1891.31
13,13,4870.81
14,14,6058.96
15,15,186.27
16,16,3917.01
17,17,3763.78
18,18,2441.58
19,19,1885.77
20,20,6093.29
21,21,9735.33
22,22,2884.48
23,23,2669.41
24,24,7689.02
25,25,8733.32
26,26,5640.60
27,27,6406.75
28,28,2962.02
29,29,1159.32
30,30,4280.11
31,31,2657.40
32,32,6941.97
33,33,7354.58
34,34,3445.91
35,35,5097.87
36,36,7764.22
37,37,8835.75
38,38,2707.05
39,39,4117.00
40,40,8891.01
41,41,8518.87
42,42,2082.82
43,43,6407.11
44,44,6782.93
45,45,2340.69
46,46,8585.82
47,47,8061.55
48,48,1939.54
49,49,1507.67
50,50,3563.88
51,51,371.23
52,52,5468.90
53,53,7391.60
54,54,3430.87
55,55,8789.93
56,56,7644.51
57,57,1727.71
58,58,5929.72
59,59,9163.40
60,60,5349.08
61,61,229.92
62,62,503.05
63,63,390.61
64,64,5585.40
65,65,9731.12
66,66,3972.03
67,67,9282.54
68,68,7656.11
69,69,7140.40
70,70,5725.74
71,71,1274.04
72,72,2713.19
73,73,685.28
74,74,6681.51
75,75,5397.80
76,76,3226.16
77,77,4584.73
78,78,1592.03
79,79,1879.78
80,80,9622.65
81,81,6261.85
82,82,1610.24
83,83,1655.09
84,84,3757.47
85,85,6371.75
86,86,9453.64
87,87,286.78
88,88,7531.64
89,89,1983.22
90,90,5558.86
91,91,1229.81
92,92,914.55
93,93,5843.66
94,94,8924.36
95,95,1520.66
96,96,4984.81
97,97,2144.94
98,98,3904.97
99,99,5918.34
100,100,6926.92
101,101,2729.83
102,102,9337.34
103,103,192.86
104,104,2822.36
105,105,3612.51
106,106,672.85
107,107,3310.07
108,108,6380.91
109,109,2674.78
110,110,4514.03
111,111,4595.83
112,112,6541.34
113,113,1467.28
114,114,4187.95
115,115,9639.07
116,116,106.61
117,117,3496.51
118,118,2039.80
119,119,8450.82
120,120,5124.76
121,121,6351.26
122,122,1463.00
123,123,6624.87
124,124,8240.06
125,125,9387.55
126,126,2296.78
127,127,2068.55
128,128,820.63
129,129,2533.78
130,130,7730.20
131,131,4205.26
132,132,5491.92
133,133,5561.74
134,134,1779.26
135,135,8475.52
136,136,489.64
137,137,7879.66
138,138,1477.29
139,139,8315.59
140,140,7669.23
141,141,4282.34
142,142,6363.46
143,143,7152.57
144,144,7128.37
145,145,2514.17
146,146,8278.43
147,147,4161.13
148,148,3375.73
149,149,5625.04
150,150,4032.98
151,151,1538.59
152,152,9720.09
153,153,9845.37
154,154,8397.02
155,155,3453.98
156,156,122.27
157,157,7656.45
158,158,1446.06
159,159,5273.53
160,160,9096.71
161,161,2005.26
162,162,5432.71
163,163,8250.60
164,164,4682.35
165,165,9386.54
166,166,7623.53
167,167,6351.07
168,168,8754.45
169,169,2507.96
170,170,60.08
171,171,41.36
172,172,6798.68
173,173,8075.23
174,174,98.60
175,175,5961.22
176,176,5046.51
177,177,7053.54
178,178,6346.98
179,179,3325.46
180,180,6714.28
181,181,9928.16
182,182,4844.09
183,183,9857.75
184,184,3337.85
185,185,3345.90
186,186,5958.21
187,187,3373.64
188,188,688.95
189,189,9263.67
190,190,9787.41
191,191,7515.71
192,192,281.56
193,193,6198.39
194,194,9710.55
195,195,6237.48
196,196,7302.78
197,197,8169.66
198,198,8050.88
199,199,1158.11
200,200,9279.54
201,201,7102.68
202,202,3872.57
203,203,348.37
204,204,4375.28
205,205,464.47
206,206,8151.77
207,207,127.95
208,208,4179.82
209,209,8112.89
210,210,7726.84
211,211,6381.36
212,212,6006.23
213,213,6437.93
214,214,5635.54
215,215,3328.86
216,216,3961.99
217,217,7380.84
218,218,7489.45
219,219,5196.61
220,220,4694.39
221,221,8765.84
222,222,4387.82
223,223,3931.50
224,224,651.64
225,225,8692.36
226,226,5155.01
227,227,7621.96
228,228,6743.98
229,229,4194.30
230,230,9266.75
231,231,7233.11
232,232,6046.27
233,233,2521.63
234,234,8083.57
235,235,6265.18
236,236,3520.29
237,237,7089.01
238,238,3908.87
239,239,1659.48
240,240,5232.96
241,241,5263.32
242,242,7027.77
243,243,1594.71
244,244,5250.24
245,245,8100.93
246,246,1415.44
247,247,1440.37
248,248,4844.75
249,249,3648.92
250,250,2260.79
251,251,7420.71
252,252,4224.62
253,253,5611.56
254,254,4561.12
255,255,4345.70
256,256,2394.06
257,257,2209.69
258,258,4314.68
259,259,2362.53
260,260,4446.62
261,261,4010.51
262,262,2230.55
263,263,6773.09
264,264,1078.03
265,265,1564.51
266,266,7892.41
267,267,2508.02
268,268,6615.49
269,269,8679.21
270,270,9722.54
271,271,4689.59
272,272,7046.90
273,273,7829.62
274,274,6255.10
275,275,2137.90
276,276,1128.19
277,277,4913.14
278,278,504.03
279,279,80.35
280,280,6265.85
281,281,8969.09
282,282,2070.74
283,283,9962.35
284,284,2238.12
285,285,510.55
286,286,6899.91
287,287,826.97
288,288,4685.68
289,289,3492.79
290,290,7796.48
291,291,4443.26
292,292,4295.43
293,293,716.00
294,294,2624.84
295,295,21.10
296,296,121.18
297,297,1590.40
298,298,2152.01
299,299,8560.25
300,300,2758.68
301,301,1747.61
302,302,3468.76
303,303,4983.93
304,304,2175.66
305,305,4245.70
306,306,7339.56
307,307,1145.88
308,308,5854.76
309,309,7925.62
310,310,9759.99
311,311,3184.43
312,312,4531.05
313,313,7220.43
314,314,1380.68
315,315,9823.80
316,316,1283.12
317,317,3381.48
318,318,5265.05
319,319,3058.03
320,320,1687.49
321,321,3367.54
322,322,4183.54
323,323,2510.64
324,324,4153.09
325,325,3523.77
326,326,6902.70
327,327,3778.79
328,328,1019.82
329,329,8219.00
330,330,8133.45
331,331,9695.02
332,332,4723.79
333,333,5890.93
334,334,7451.87
335,335,6403.02
336,336,4409.68
337,337,5523.89
338,338,9043.01
339,339,3414.26
340,340,8933.04
341,341,9911.88
342,342,5790.98
343,343,2727.85
344,344,9283.65
345,345,8966.84
346,346,9737.63
347,347,8213.39
348,348,4017.48
349,349,7423.13
350,350,9685.92
351,351,8366.89
352,352,447.04
353,353,6733.35
354,354,3502.88
355,355,2236.13
356,356,2858.36
357,357,1943.19
358,358,1190.40
359,359,3854.68
360,360,2816.28
361,361,1207.26
362,362,7984.53
363,363,4108.10
364,364,6845.54
365,365,3871.96
366,366,8017.48
367,367,3064.76
368,368,7701.94
369,369,2129.08
370,370,4337.39
371,371,8492.79
372,372,640.72
373,373,9548.16
374,374,5258.74
375,375,3783.12
376,376,3182.16
377,377,3609.44
378,378,9195.25
379,379,8454.45
380,380,7171.02
381,381,3309.18
382,382,8875.66
383,383,3499.66
384,384,4896.18
385,385,4293.36
386,386,3287.04
387,387,8908.02
388,388,8330.51
389,389,7801.74
390,390,1607.91
391,391,8335.41
392,392,5703.81
393,393,7720.47
394,394,2130.94
395,395,130.89
396,396,7589.43
397,397,4308.47
398,398,5883.82
399,399,7204.27
400,400,5735.43
401,401,7782.05
402,402,1895.48
403,403,2008.90
404,404,945.94
405,405,5656.12
406,406,5554.83
407,407,288.15
408,408,9369.61
409,409,3129.01
410,410,2851.78
411,411,1997.67
412,412,1977.35
413,413,7071.60
414,414,2077.01
415,415,271.75
416,416,4334.25
417,417,2393.24
418,418,2136.71
419,419,1112.54
420,420,8121.99
421,421,2470.39
422,422,9991.87
423,423,1988.03
424,424,2897.03
425,425,5485.45
426,426,6365.43
427,427,3908.29
428,428,1713.41
429,429,9446.42
430,430,7699.19
431,431,2835.85
432,432,1030.70
433,433,8736.14
434,434,2666.99
435,435,3272.15
436,436,5905.99
437,437,4594.19
438,438,6073.81
439,439,1266.22
440,440,9864.18
441,441,8124.76
442,442,4399.68
443,443,3362.63
444,444,3059.56
445,445,1164.11
446,446,5474.86
447,447,2955.73
448,448,8820.12
449,449,7738.23
450,450,5341.40
451,451,5007.98
452,452,4237.68
453,453,8618.49
454,454,1160.01
455,455,9618.64
456,456,3652.64
457,457,5389.39
458,458,2562.66
459,459,6300.96
460,460,256.73
461,461,436.93
462,462,6546.57
463,463,4837.45
464,464,3172.65
465,465,4804.19
466,466,2710.80
467,467,9909.03
468,468,3538.60
469,469,9968.68
470,470,64.25
471,471,6763.45
472,472,4420.83
473,473,969.21
474,474,3282.75
475,475,6493.76
476,476,914.50
477,477,3082.17
478,478,315.90
479,479,6338.87
480,480,9124.00
481,481,128.84
482,482,3455.95
483,483,2223.74
484,484,4455.87
485,485,8572.09
486,486,8598.38
487,487,1001.42
488,488,5893.14
489,489,480.80
490,490,8055.22
491,491,7931.07
492,492,5922.79
493,493,3915.85
494,494,9002.36
495,495,2486.66
496,496,4150.11
497,497,4203.35
498,498,9589.82
499,499,2414.70
500,500,6826.22
501,501,8269.82
502,502,3018.06
503,503,8947.51
504,504,3809.96
505,505,1404.85
506,506,402.24
507,507,3570.42
508,508,4886.14
