8804,8546
6445,2446
2042,9360
6612,3225
7722,4368
8628,4757
7156,894
1527,7354
6265,2605
7651,4560
796,490
8934,6719
412,6743
6673,4269
309,8294
4776,4152
6601,893
3261,2919
1286,4114
3743,9894
5210,3949
6652,2019
3840,8819
3500,408
1322,7760
4949,4398
7050,1125
6253,9090
2220,9424
896,1008
6700,7906
1344,954
5224,6428
6192,899
3270,611
4393,8811
1274,2804
9989,5443
561,7938
8540,8058
2844,4230
496,3205
9915,7536
8573,7257
6618,1199
6997,475
4368,8349
3055,6499
6077,1745
8518,2920
828,5860
6787,420
1053,4658
5380,8342
4342,4551
3823,123
1681,8046
2605,5230
6257,5085
1109,1257
4036,5641
6374,9790
7208,4977
4159,1119
8107,7362
2416,7522
1180,3982
5334,6926
1581,6886
706,6276
6316,7839
158,6465
2911,207
6129,7850
1438,6393
7161,5031
4936,2574
2973,5449
4463,6039
6334,3402
817,4594
9796,973
6226,9301
5654,4632
716,4659
4270,2248
6093,4037
4559,2957
9164,7798
2902,4089
5001,8842
7759,3550
4542,8760
5599,2124
6727,1208
8673,4269
4582,6608
6582,1724
2032,311
8047,94
4132,2091
6327,8210
3279,5239
7607,1303
9575,5367
2567,6636
8634,9829
7646,8049
6501,9183
4321,9347
213,9534
8684,581
2818,4574
6819,398
6691,9323
9497,4313
4719,4303
9663,8658
7446,3965
3420,3693
4663,8409
9185,3265
7857,4813
2455,8442
4574,543
1696,4695
957,3924
654,106
4381,5918
496,4623
6278,7846
7067,6091
7671,9196
3567,6903
7744,1695
5721,8389
1737,9142
835,7419
2131,414
9255,4945
9725,9876
9834,3147
7909,7097
6220,8520
535,5310
127,6328
2179,6151
9709,3779
6532,6870
4849,7455
4065,3634
2945,7582
7153,9819
877,7857
7191,4821
5262,3110
6410,2240
8037,2739
3415,7370
2082,215
952,9958
8963,6264
2206,9880
3359,8791
764,3203
3487,7819
3990,9060
8033,6048
7289,768
3474,6185
5788,7153
769,2496
1078,5662
9821,2201
1553,609
