6858,2505,34586.90
8022,7986,22683.53
1737,1394,82623.59
3130,2275,60621.69
724,5713,5673.47
4138,9802,5373.05
9440,5197,42730.13
1661,5241,44931.98
2726,7260,63741.61
8940,4767,67279.65
865,3972,69466.75
4570,6375,681.79
6653,2237,50039.59
8688,6614,65948.91
9215,6533,94186.58
8221,983,75421.37
439,1953,80789.73
3780,3114,37620.21
8310,9364,3799.57
558,4547,95022.33
6221,3554,13062.89
2962,9381,98255.39
454,2807,12845.07
4926,3357,68573.97
9753,519,97889.04
563,3405,63631.07
1289,9515,11428.40
6757,7614,7155.95
9180,4189,69519.57
9982,18,97330.45
5572,7334,53248.99
9260,3154,56736.79
3463,1976,16156.50
784,38,39016.13
1049,9289,49300.93
7167,4276,90043.31
3631,4566,35023.06
6565,5874,8509.09
8408,7421,47072.13
9740,2921,18285.74
860,1428,77114.82
6305,9158,93942.56
2734,4486,98952.13
3769,7191,44624.73
3938,4767,77629.15
6334,25,88913.24
1117,1628,51228.89
564,7239,25301.01
5873,8282,40923.33
4380,9828,33178.92
7706,1520,9431.68
6576,4476,40860.86
407,8041,69407.71
113,9170,33797.02
6477,7595,61108.88
3929,6583,84891.66
7022,500,21148.35
4425,5550,47015.32
1216,4510,93490.59
2250,4316,76626.37
4857,661,78047.20
1245,902,45134.48
4959,5306,38081.95
7053,8091,77540.51
1803,59,58023.57
6657,6249,22591.45
6238,5432,91577.92
9716,5888,96849.09
3424,6794,89784.17
9036,59,73506.05
7662,2944,94799.11
1785,5592,83591.09
8747,9259,18142.60
8631,1941,59247.95
3507,8462,29618.27
6453,6210,69539.40
6412,3920,2920.33
8650,6090,47627.52
8076,6769,99170.64
2219,7186,48809.04
729,8144,62765.18
3978,5238,79497.18
1299,9280,11016.20
7078,3152,97198.86
6206,7049,69774.55
7130,6370,7508.82
8747,6939,33459.40
3148,1231,51061.09
8116,8191,80358.16
3704,1100,85905.05
3969,1792,75700.41
7323,6602,37597.33
6172,8224,54104.39
3257,4303,31443.53
6958,4928,33756.04
5239,6908,43435.54
9946,67,91734.32
4936,7701,14993.31
5814,9428,43455.53
9792,9070,8687.40
254,2095,52763.50
9426,2390,41796.12
7156,9313,72566.72
4553,6259,5470.72
1635,2345,75107.96
5266,4321,78125.05
140,3649,1932.92
7292,5500,22600.94
548,9151,19568.52
2490,2812,98420.79
5619,749,92739.42
8409,874,72352.53
4268,8174,92792.46
5114,7656,45519.95
3577,1318,72452.55
883,8190,13784.54
4298,8262,83939.27
9729,9804,88633.97
6082,9113,73968.27
9253,3541,79265.17
7816,497,15464.65
5944,773,43547.60
5779,3646,51529.46
7029,5282,79574.05
613,101,86759.80
8205,5572,37259.25
9470,863,75991.08
9466,5747,98832.25
9013,7347,69247.10
8303,6926,56121.00
1053,9455,3113.76
3900,1863,14633.66
6847,7170,29089.26
4156,4718,89702.24
1507,498,20650.37
3529,7193,84392.55
237,4659,60997.02
8554,6323,89983.65
8226,7718,54752.95
2201,1597,97058.43
6334,1232,94461.96
2765,8863,39621.45
151,6048,24891.20
4149,1957,22297.42
7872,7145,47593.89
5836,584,75057.88
2878,6103,51619.21
3794,9454,39957.31
9032,9128,60875.73
7649,471,90600.02
893,702,22045.40
4189,2631,96057.34
2250,8225,43089.78
1768,2715,32386.54
151,3214,41413.83
7189,5537,37152.36
1448,2253,97316.39
6079,1558,63751.55
5902,6516,22292.28
8881,4964,33701.56
19,5700,60019.93
8805,8408,1325.96
8789,3667,45551.16
2947,4942,26235.61
3558,4859,35203.49
9721,1697,90642.83
3378,3223,82530.76
7721,2191,9832.88
2398,7133,34254.55
4366,6568,75240.14
5279,1434,37768.74
7165,4947,42932.01
2404,4456,17493.97
962,4085,89092.79
22,6751,78760.79
4505,2276,65804.25
8060,4432,99737.34
9988,1162,46343.99
5421,69,99710.23
3365,5369,77641.14
4405,1879,14292.75
2101,2310,98312.28
4233,525,5079.22
5252,5024,27572.14
661,8593,51337.20
890,130,54020.57
4247,7082,56609.97
889,8566,2366.02
4984,2457,3252.25
5439,4421,20058.32
7201,8533,2592.67
7752,9374,2778.84
1404,5155,59255.15
4164,2945,80651.92
2080,5148,87012.95
6445,6256,82848.75
9193,2680,6925.80
5872,2222,96014.19
949,3454,21161.14
8488,3783,71967.70
1712,2543,24901.46
1130,4167,5893.11
8974,7911,29718.79
9054,1713,8004.57
1112,5033,94535.24
9081,4019,78435.94
6417,1988,27811.84
3738,8130,13309.00
8958,8171,86995.13
1967,9603,86624.33
6387,9447,61523.98
9458,7885,61772.00
8454,1064,77730.11
5503,3248,12540.65
4037,7023,41352.07
2332,1449,17859.58
615,6610,90525.47
5242,8231,63899.75
1650,2166,39619.85
5361,4345,77442.43
3986,6224,37727.75
4613,7593,55002.13
1951,9781,35668.83
1354,9707,6633.14
4598,2198,24813.66
7539,6678,82005.93
5747,6066,1176.45
2258,1939,94079.28
2758,1016,3863.76
1431,61,31434.33
146,8362,143.06
911,5310,18721.34
7219,1534,21579.78
5336,3642,73850.76
7764,3260,59366.03
6324,5114,81451.06
1077,3377,79861.50
9039,8400,2901.26
5820,4187,4000.05
6877,8951,27736.63
5884,5581,68173.58
4115,5436,40432.29
1700,6241,43011.08
8550,49,71184.55
8388,9866,20861.97
2954,2038,6685.12
8695,8087,46914.94
2806,1512,99344.70
2443,6365,65363.59
2972,6925,7037.68
4968,8963,94307.94
5264,9621,66902.96
826,1444,97465.76
4775,9490,534.78
3003,7917,70439.36
4618,2033,28756.69
5034,7382,18024.32
1786,3194,62559.01
9583,4713,46148.55
