3559,4970,24542.72
6671,4973,10162.65
3930,2851,32433.15
8589,157,75941.67
530,8467,27829.22
394,9571,74170.89
2057,2383,99688.06
6592,3985,36724.69
3913,9031,95837.53
4389,6416,76194.77
5181,2795,58560.69
2808,9312,82184.60
9393,1115,30289.45
8175,8971,89912.71
1637,7400,53403.75
4196,1521,40476.43
1203,4513,56678.69
8997,8498,32708.99
5879,1283,23253.27
1662,109,54834.23
5707,1492,70049.15
4479,7535,52613.38
7064,8076,44544.16
2198,5828,29295.47
7692,5570,67228.24
7188,9505,55791.29
6378,6319,41709.88
4086,3030,90268.81
5080,9346,33370.90
860,5735,84648.62
5204,3169,21894.04
5240,5105,84093.40
8243,2813,40390.62
2275,1434,36311.18
7061,3290,54229.76
6491,8412,87993.72
4035,4429,66855.06
7310,7863,58131.84
3002,8715,80815.06
8028,3720,1796.32
8057,8998,83369.61
1938,255,22708.53
4469,3637,23393.70
4885,7905,94207.39
5402,8401,22517.58
2288,9878,14135.31
1153,2103,23951.93
9403,9812,68415.43
7611,3528,71437.16
2566,6694,25018.02
3090,2678,99055.62
9984,4039,37162.31
27,1973,74895.28
3428,3022,3819.26
3190,1341,85132.55
8140,2371,93081.04
6019,2507,25557.75
2832,224,62764.55
4627,8652,44506.11
4602,6936,17193.58
4462,1009,79465.95
7246,9411,86100.54
8893,7656,39851.84
1408,8464,3995.73
3238,2188,37319.34
8861,4005,58696.78
8155,9865,90970.29
7332,9207,91551.30
2800,7022,83834.86
2200,3078,1855.14
9940,1255,26931.42
7344,7536,70548.71
1231,8730,42668.17
4114,207,32763.93
4094,1294,16698.56
9645,4919,6991.81
2950,2376,60643.53
5642,9836,15199.06
1093,1124,94508.77
7140,8625,38684.31
4907,8294,31885.96
6455,5955,75672.24
3608,2206,53820.23
7793,5692,30841.38
1096,9398,41175.05
9184,9275,48865.17
7068,3162,31551.52
1711,6891,27563.22
6423,2782,81841.82
6379,2495,30469.94
1247,5142,39913.11
5101,2836,77975.94
4814,9752,11725.28
1908,3379,10277.88
6639,2740,82343.41
7331,5531,57614.42
6917,4145,85648.89
1015,2565,60809.91
9618,8248,54863.76
6767,3194,87327.29
9456,2741,68167.71
1925,9546,63687.45
7528,9182,36356.98
2355,7379,94925.21
8667,2439,31396.87
9062,3284,55868.51
5012,7368,78471.54
1065,8099,41506.16
1786,1121,62704.79
2407,5820,11075.37
969,9500,86637.51
1699,1778,12383.20
6634,4711,77290.94
8326,7704,71317.10
6417,6165,77936.92
2222,4293,18069.06
7047,5003,87553.33
6396,8600,60621.88
3210,3233,61078.33
3669,3638,45219.65
5499,9090,37875.09
4358,2869,95303.12
7821,4066,20085.01
5125,8477,88834.05
7759,6313,3108.33
9731,5647,38397.57
7790,1364,71363.42
2718,4587,71168.38
7901,9880,86043.77
9507,9205,46327.05
6625,282,71672.51
3388,5326,48182.08
6047,1727,35774.64
4407,1120,27037.54
5876,8683,80087.81
8539,3991,70106.05
3398,9984,28500.46
4099,9169,63889.94
2827,6060,57207.12
8913,9993,90853.98
5204,269,61416.43
4859,945,50175.05
2639,9518,19401.08
1132,4682,24593.78
9481,1631,93084.18
784,2504,42434.82
